ID_Medicamento,Nome,Tipo,Dosagem
5438,Next,Injeção,378mg
5439,List,Pomada,188mg
5440,Them,Comprimido,69mg
5441,Technology,Pomada,275mg
5442,Movie,Cápsula,470mg
5443,Really,Comprimido,1mg
5444,Something,Xarope,339mg
5445,Though,Injeção,446mg
5446,Decade,Cápsula,345mg
5447,Some,Injeção,124mg
5448,Tv,Injeção,233mg
5449,Sound,Xarope,14mg
5450,To,Xarope,315mg
5451,Live,Comprimido,185mg
5452,More,Xarope,49mg
5453,Country,Cápsula,120mg
5454,Along,Pomada,330mg
5455,Poor,Comprimido,171mg
5456,American,Pomada,132mg
5457,My,Pomada,6mg
5458,Happen,Pomada,186mg
5459,Usually,Pomada,327mg
5460,Already,Xarope,404mg
5461,Middle,Xarope,326mg
5462,Clear,Injeção,498mg
5463,Idea,Comprimido,338mg
5464,Reduce,Injeção,334mg
5465,Enough,Injeção,333mg
5466,Poor,Injeção,31mg
5467,Both,Comprimido,57mg
5468,People,Comprimido,125mg
5469,City,Pomada,421mg
5470,Ten,Comprimido,167mg
5471,Hold,Cápsula,386mg
5472,Reveal,Comprimido,7mg
5473,Pull,Pomada,210mg
5474,Coach,Cápsula,336mg
5475,Last,Injeção,255mg
5476,Talk,Pomada,212mg
5477,Strong,Injeção,7mg
5478,Necessary,Injeção,466mg
5479,Audience,Xarope,480mg
5480,Perform,Comprimido,231mg
5481,Natural,Comprimido,21mg
5482,Effect,Comprimido,196mg
5483,Find,Xarope,146mg
5484,Upon,Cápsula,417mg
5485,Someone,Pomada,224mg
5486,Beyond,Cápsula,433mg
5487,By,Injeção,15mg
5488,Responsibility,Injeção,292mg
5489,Teacher,Injeção,421mg
5490,There,Comprimido,166mg
5491,Sport,Cápsula,39mg
5492,Letter,Pomada,326mg
5493,Clear,Pomada,226mg
5494,Just,Injeção,435mg
5495,Both,Cápsula,292mg
5496,Send,Xarope,56mg
5497,Opportunity,Cápsula,304mg
5498,Month,Injeção,409mg
5499,Finally,Pomada,315mg
5500,Itself,Cápsula,127mg
5501,Certainly,Injeção,152mg
5502,Wait,Pomada,426mg
5503,But,Comprimido,370mg
5504,Gun,Comprimido,48mg
5505,Five,Pomada,226mg
5506,Store,Pomada,411mg
5507,Box,Injeção,457mg
5508,Wonder,Cápsula,85mg
5509,Fact,Cápsula,142mg
5510,Artist,Pomada,493mg
5511,Environmental,Cápsula,346mg
5512,Win,Xarope,345mg
5513,Value,Cápsula,446mg
5514,Treat,Injeção,383mg
5515,Similar,Injeção,202mg
5516,Team,Cápsula,493mg
5517,Traditional,Pomada,367mg
5518,Truth,Comprimido,398mg
5519,Office,Comprimido,346mg
5520,Oil,Xarope,482mg
5521,Authority,Comprimido,237mg
5522,Impact,Injeção,435mg
5523,Open,Injeção,204mg
5524,Affect,Injeção,193mg
5525,Oil,Injeção,193mg
5526,Put,Injeção,441mg
5527,Hour,Xarope,273mg
5528,Until,Xarope,187mg
5529,Body,Xarope,65mg
5530,Mission,Comprimido,400mg
5531,Past,Comprimido,123mg
5532,Build,Cápsula,136mg
5533,Factor,Pomada,18mg
5534,History,Pomada,44mg
5535,Treat,Xarope,304mg
5536,Sound,Cápsula,391mg
5537,Box,Cápsula,293mg
5538,Choose,Pomada,368mg
5539,Too,Comprimido,218mg
5540,Size,Comprimido,395mg
5541,Generation,Cápsula,290mg
5542,Total,Pomada,468mg
5543,Spend,Xarope,386mg
5544,Beautiful,Comprimido,129mg
5545,May,Xarope,419mg
5546,Admit,Cápsula,134mg
5547,Market,Injeção,424mg
5548,There,Pomada,438mg
5549,Market,Comprimido,308mg
5550,Talk,Xarope,344mg
5551,Company,Cápsula,149mg
5552,Manager,Cápsula,135mg
5553,Government,Xarope,405mg
5554,Size,Xarope,495mg
5555,Tough,Xarope,215mg
5556,Just,Xarope,345mg
5557,Very,Xarope,151mg
5558,Chair,Injeção,462mg
5559,Way,Cápsula,325mg
5560,As,Cápsula,491mg
5561,Page,Xarope,35mg
5562,Behavior,Xarope,469mg
5563,Back,Injeção,391mg
5564,Add,Pomada,445mg
5565,Republican,Pomada,24mg
5566,Board,Xarope,352mg
5567,Good,Xarope,478mg
5568,Training,Injeção,431mg
5569,Mean,Pomada,167mg
5570,Newspaper,Xarope,318mg
5571,Probably,Pomada,332mg
5572,Rest,Cápsula,88mg
5573,Leave,Pomada,228mg
5574,Affect,Injeção,161mg
5575,Town,Cápsula,109mg
5576,Suffer,Pomada,471mg
5577,Story,Cápsula,453mg
5578,Which,Pomada,156mg
5579,Similar,Injeção,405mg
5580,Themselves,Comprimido,203mg
5581,Science,Pomada,384mg
5582,My,Injeção,119mg
5583,Wish,Comprimido,12mg
5584,Need,Comprimido,428mg
5585,Best,Pomada,50mg
5586,Sort,Injeção,394mg
5587,Season,Comprimido,184mg
5588,State,Injeção,188mg
5589,Lay,Cápsula,143mg
5590,Hard,Injeção,195mg
5591,Total,Injeção,313mg
5592,Understand,Cápsula,148mg
5593,Million,Xarope,206mg
5594,Guy,Pomada,242mg
5595,Try,Xarope,249mg
5596,Middle,Injeção,55mg
5597,Available,Injeção,413mg
5598,Us,Xarope,301mg
5599,Others,Comprimido,331mg
5600,Budget,Xarope,341mg
5601,Me,Comprimido,191mg
5602,Go,Pomada,315mg
5603,Draw,Injeção,470mg
5604,Lead,Xarope,12mg
5605,I,Comprimido,489mg
5606,Set,Xarope,232mg
5607,Admit,Comprimido,170mg
5608,Center,Cápsula,374mg
5609,Small,Comprimido,325mg
5610,Peace,Comprimido,457mg
5611,Down,Comprimido,363mg
5612,Training,Pomada,197mg
5613,Over,Xarope,217mg
5614,Marriage,Comprimido,35mg
5615,Impact,Pomada,109mg
5616,Other,Comprimido,187mg
5617,Manage,Comprimido,44mg
5618,Career,Cápsula,206mg
5619,Current,Comprimido,290mg
5620,Four,Xarope,349mg
5621,More,Xarope,495mg
5622,Born,Comprimido,52mg
5623,Then,Comprimido,292mg
5624,Sure,Comprimido,352mg
5625,Know,Injeção,348mg
5626,Thousand,Cápsula,195mg
5627,Job,Pomada,25mg
5628,Wide,Xarope,147mg
5629,Much,Injeção,60mg
5630,History,Comprimido,191mg
5631,Tonight,Cápsula,319mg
5632,Appear,Pomada,305mg
5633,Recognize,Pomada,25mg
5634,Pretty,Comprimido,148mg
5635,Who,Comprimido,322mg
5636,Stop,Cápsula,463mg
5637,Walk,Comprimido,355mg
5638,Evening,Xarope,482mg
5639,Alone,Injeção,297mg
5640,Meeting,Injeção,33mg
5641,Table,Injeção,250mg
5642,Boy,Xarope,359mg
5643,Cover,Comprimido,139mg
5644,Role,Cápsula,96mg
5645,Kid,Comprimido,221mg
5646,None,Cápsula,27mg
5647,According,Comprimido,460mg
5648,Thus,Comprimido,124mg
5649,Decade,Cápsula,497mg
5650,Area,Cápsula,300mg
5651,Challenge,Comprimido,174mg
5652,Ability,Xarope,379mg
5653,Share,Comprimido,246mg
5654,Be,Cápsula,396mg
5655,Career,Pomada,363mg
5656,Peace,Cápsula,494mg
5657,Enough,Pomada,159mg
5658,Skill,Comprimido,341mg
5659,Six,Pomada,430mg
5660,World,Pomada,192mg
5661,Time,Xarope,323mg
5662,Authority,Xarope,156mg
5663,Community,Cápsula,428mg
5664,Success,Comprimido,315mg
5665,Work,Xarope,142mg
5666,Increase,Pomada,286mg
5667,Change,Cápsula,421mg
5668,Find,Xarope,132mg
5669,Wrong,Xarope,122mg
5670,Know,Comprimido,312mg
5671,However,Injeção,430mg
5672,Author,Injeção,57mg
5673,Bring,Xarope,19mg
5674,Just,Pomada,471mg
5675,Design,Pomada,90mg
5676,Fact,Comprimido,269mg
5677,Understand,Cápsula,103mg
5678,Field,Pomada,143mg
5679,Television,Comprimido,304mg
5680,Article,Injeção,242mg
5681,Hotel,Injeção,105mg
5682,True,Pomada,330mg
5683,Lot,Injeção,150mg
5684,Mrs,Cápsula,462mg
5685,Stand,Comprimido,34mg
5686,Lead,Cápsula,118mg
5687,Job,Pomada,474mg
5688,Partner,Cápsula,23mg
5689,Beyond,Injeção,261mg
5690,Go,Cápsula,210mg
5691,Garden,Injeção,292mg
5692,Fish,Pomada,62mg
5693,Sister,Xarope,392mg
5694,Seven,Comprimido,196mg
5695,Executive,Injeção,478mg
5696,Pass,Xarope,425mg
5697,Economic,Injeção,382mg
5698,Card,Injeção,175mg
5699,Party,Comprimido,226mg
5700,Different,Injeção,406mg
5701,Pick,Pomada,202mg
5702,Run,Pomada,55mg
5703,Operation,Injeção,97mg
5704,Various,Xarope,145mg
5705,Baby,Comprimido,363mg
5706,Television,Pomada,104mg
5707,Agent,Injeção,274mg
5708,Improve,Comprimido,14mg
5709,Tonight,Cápsula,227mg
5710,Edge,Pomada,368mg
5711,Money,Xarope,411mg
5712,Dog,Xarope,448mg
5713,House,Cápsula,64mg
5714,Reveal,Xarope,429mg
5715,Ok,Injeção,467mg
5716,Him,Injeção,368mg
5717,Race,Cápsula,452mg
5718,Process,Xarope,20mg
5719,Nearly,Xarope,384mg
5720,Lawyer,Xarope,333mg
5721,Night,Comprimido,110mg
5722,Her,Comprimido,283mg
5723,Indicate,Xarope,229mg
5724,Money,Xarope,449mg
5725,Drug,Pomada,254mg
5726,While,Injeção,268mg
5727,Pull,Xarope,61mg
5728,Education,Pomada,178mg
5729,Full,Pomada,268mg
5730,Trip,Xarope,294mg
5731,Laugh,Xarope,282mg
5732,Small,Xarope,419mg
5733,Water,Pomada,404mg
5734,No,Comprimido,316mg
5735,Beyond,Comprimido,86mg
5736,Prevent,Xarope,485mg
5737,Firm,Pomada,30mg
5738,Risk,Cápsula,111mg
5739,Feel,Xarope,220mg
5740,Month,Pomada,11mg
5741,View,Xarope,313mg
5742,Read,Injeção,208mg
5743,Per,Cápsula,138mg
5744,Who,Xarope,437mg
5745,School,Injeção,172mg
5746,Success,Xarope,234mg
5747,System,Cápsula,336mg
5748,Hope,Pomada,162mg
5749,Society,Cápsula,472mg
5750,Trial,Injeção,332mg
5751,Above,Cápsula,314mg
5752,Son,Cápsula,285mg
5753,Whether,Comprimido,385mg
5754,Bring,Xarope,461mg
5755,Even,Comprimido,225mg
5756,Near,Xarope,5mg
5757,Raise,Comprimido,176mg
5758,Team,Injeção,418mg
5759,What,Injeção,116mg
5760,Continue,Xarope,136mg
5761,Join,Xarope,451mg
5762,Same,Cápsula,13mg
5763,Religious,Injeção,328mg
5764,New,Cápsula,322mg
5765,Suffer,Comprimido,356mg
5766,Improve,Cápsula,160mg
5767,Catch,Comprimido,234mg
5768,Recent,Comprimido,269mg
5769,Wear,Pomada,319mg
5770,Part,Injeção,486mg
5771,Dinner,Cápsula,431mg
5772,Social,Cápsula,181mg
5773,Many,Injeção,41mg
5774,Any,Cápsula,321mg
5775,Debate,Cápsula,133mg
5776,Lose,Pomada,226mg
5777,Radio,Xarope,9mg
5778,Treatment,Cápsula,183mg
5779,Six,Xarope,273mg
5780,Compare,Xarope,426mg
5781,Office,Cápsula,417mg
5782,Model,Xarope,40mg
5783,Son,Xarope,83mg
5784,Like,Pomada,447mg
5785,Our,Xarope,362mg
5786,Hard,Pomada,291mg
5787,Four,Xarope,233mg
5788,Most,Xarope,489mg
5789,Most,Xarope,149mg
5790,Easy,Comprimido,474mg
5791,Final,Xarope,377mg
5792,Involve,Pomada,198mg
5793,Practice,Cápsula,32mg
5794,Team,Comprimido,328mg
5795,Plan,Injeção,30mg
5796,Fund,Pomada,161mg
5797,Staff,Pomada,485mg
5798,Artist,Xarope,164mg
5799,Visit,Xarope,253mg
5800,Fight,Cápsula,138mg
5801,Expect,Xarope,291mg
5802,Easy,Comprimido,320mg
5803,Right,Cápsula,67mg
5804,Drop,Injeção,45mg
5805,Want,Xarope,124mg
5806,Condition,Pomada,450mg
5807,Always,Comprimido,84mg
5808,Large,Injeção,156mg
5809,Leader,Injeção,327mg
5810,World,Pomada,494mg
5811,Attention,Xarope,65mg
5812,Four,Cápsula,372mg
5813,Agent,Xarope,437mg
5814,Democrat,Comprimido,96mg
5815,Suddenly,Comprimido,483mg
5816,Hard,Injeção,154mg
5817,Public,Cápsula,160mg
5818,Summer,Xarope,357mg
5819,Statement,Xarope,159mg
5820,Provide,Pomada,59mg
5821,Outside,Cápsula,425mg
5822,Teach,Cápsula,266mg
5823,Admit,Comprimido,429mg
5824,Able,Comprimido,217mg
5825,Suggest,Comprimido,171mg
5826,Traditional,Xarope,148mg
5827,Tax,Injeção,239mg
5828,Day,Xarope,445mg
5829,That,Comprimido,2mg
5830,Total,Pomada,26mg
5831,Either,Comprimido,175mg
5832,Opportunity,Xarope,100mg
5833,Me,Comprimido,429mg
5834,Agreement,Comprimido,441mg
5835,Budget,Comprimido,140mg
5836,Deep,Cápsula,294mg
5837,Attorney,Injeção,18mg
5838,Keep,Pomada,401mg
5839,Crime,Pomada,375mg
5840,Leg,Cápsula,336mg
5841,Computer,Pomada,170mg
5842,Agreement,Cápsula,309mg
5843,Pm,Comprimido,348mg
5844,None,Injeção,150mg
5845,Above,Cápsula,340mg
5846,Forget,Pomada,193mg
5847,Site,Pomada,203mg
5848,Join,Injeção,173mg
5849,Cut,Pomada,151mg
5850,Story,Cápsula,208mg
5851,Fact,Cápsula,429mg
5852,Him,Pomada,437mg
5853,Act,Comprimido,6mg
5854,Less,Cápsula,1mg
5855,Building,Injeção,43mg
5856,Mrs,Pomada,398mg
5857,Site,Pomada,377mg
5858,Ball,Injeção,190mg
5859,Capital,Injeção,232mg
5860,Before,Cápsula,85mg
5861,Heart,Comprimido,14mg
5862,Wind,Comprimido,105mg
5863,Some,Comprimido,150mg
5864,Model,Pomada,498mg
5865,Cultural,Pomada,131mg
5866,Pay,Pomada,468mg
5867,War,Injeção,256mg
5868,Finish,Pomada,386mg
5869,Create,Pomada,118mg
5870,Modern,Xarope,360mg
5871,Change,Cápsula,384mg
5872,Finish,Xarope,365mg
5873,Above,Pomada,356mg
5874,Wait,Xarope,49mg
5875,Wrong,Cápsula,456mg
5876,More,Injeção,64mg
5877,Tv,Xarope,141mg
5878,Bank,Xarope,166mg
5879,If,Xarope,248mg
5880,Than,Xarope,90mg
5881,Series,Comprimido,159mg
5882,Sea,Xarope,348mg
5883,Throw,Comprimido,428mg
5884,Future,Cápsula,249mg
5885,Admit,Xarope,457mg
5886,Court,Injeção,473mg
5887,Late,Pomada,237mg
5888,Method,Cápsula,376mg
5889,Economic,Cápsula,318mg
5890,Important,Cápsula,154mg
5891,Away,Comprimido,419mg
5892,Become,Injeção,104mg
5893,These,Cápsula,392mg
5894,Rise,Cápsula,149mg
5895,More,Injeção,410mg
5896,Small,Pomada,65mg
5897,South,Cápsula,152mg
5898,Hair,Xarope,412mg
5899,Buy,Xarope,448mg
5900,Trouble,Cápsula,232mg
5901,Break,Pomada,50mg
5902,Feeling,Injeção,391mg
5903,Market,Xarope,399mg
5904,Lawyer,Cápsula,397mg
5905,Organization,Pomada,277mg
5906,Many,Xarope,332mg
5907,Game,Cápsula,369mg
5908,Computer,Injeção,497mg
5909,Happen,Pomada,190mg
5910,Issue,Pomada,368mg
5911,Recognize,Comprimido,315mg
5912,Ever,Cápsula,254mg
5913,Also,Injeção,416mg
5914,Concern,Pomada,388mg
5915,Charge,Cápsula,205mg
5916,Next,Xarope,100mg
5917,Federal,Comprimido,181mg
5918,Source,Cápsula,480mg
5919,Somebody,Pomada,159mg
5920,Language,Cápsula,411mg
5921,Enough,Pomada,359mg
5922,Education,Injeção,190mg
5923,Sing,Comprimido,19mg
5924,Miss,Pomada,480mg
5925,Something,Injeção,165mg
5926,Skin,Cápsula,103mg
5927,Specific,Injeção,361mg
5928,Local,Pomada,418mg
5929,Prove,Cápsula,258mg
5930,Rest,Pomada,443mg
5931,Various,Xarope,462mg
5932,Five,Pomada,343mg
5933,Cover,Injeção,455mg
5934,Reach,Injeção,65mg
5935,Suggest,Pomada,492mg
5936,Knowledge,Cápsula,233mg
5937,As,Injeção,338mg
5938,Benefit,Cápsula,187mg
5939,Product,Xarope,370mg
5940,Thousand,Comprimido,353mg
5941,Adult,Xarope,456mg
5942,Represent,Pomada,387mg
5943,Successful,Pomada,298mg
5944,Red,Injeção,430mg
5945,Company,Cápsula,18mg
5946,Congress,Injeção,486mg
5947,Product,Injeção,373mg
5948,Car,Injeção,32mg
5949,Television,Xarope,481mg
5950,We,Cápsula,208mg
5951,Study,Xarope,271mg
5952,Knowledge,Pomada,232mg
5953,Open,Xarope,139mg
5954,Political,Comprimido,325mg
5955,Hope,Cápsula,384mg
5956,Grow,Cápsula,441mg
5957,Time,Xarope,121mg
5958,History,Injeção,195mg
5959,Perform,Comprimido,269mg
5960,Point,Cápsula,258mg
5961,Look,Xarope,85mg
5962,Manage,Xarope,296mg
5963,Determine,Comprimido,446mg
5964,North,Comprimido,438mg
5965,Production,Xarope,251mg
5966,Perform,Cápsula,243mg
5967,Policy,Cápsula,61mg
5968,Sing,Injeção,328mg
5969,Step,Pomada,247mg
5970,Use,Cápsula,263mg
5971,Without,Comprimido,361mg
5972,Language,Injeção,183mg
5973,Else,Xarope,80mg
5974,Country,Comprimido,101mg
5975,Concern,Comprimido,269mg
5976,Matter,Comprimido,346mg
5977,Land,Injeção,208mg
5978,Whole,Xarope,405mg
5979,Administration,Cápsula,139mg
5980,Stay,Comprimido,379mg
5981,Start,Injeção,290mg
5982,Source,Comprimido,128mg
5983,Approach,Xarope,156mg
5984,Perform,Pomada,285mg
5985,Nation,Injeção,217mg
5986,Stay,Cápsula,475mg
5987,Sense,Cápsula,195mg
5988,Nature,Cápsula,240mg
5989,Next,Xarope,408mg
5990,Authority,Comprimido,430mg
5991,Half,Comprimido,213mg
5992,Brother,Pomada,346mg
5993,Possible,Injeção,46mg
5994,Student,Cápsula,379mg
5995,Offer,Cápsula,218mg
5996,Develop,Pomada,486mg
5997,Dream,Cápsula,192mg
5998,Man,Comprimido,136mg
5999,Million,Injeção,368mg
6000,News,Cápsula,98mg
6001,Government,Injeção,228mg
6002,Everything,Comprimido,319mg
6003,Site,Xarope,180mg
6004,Quickly,Comprimido,64mg
6005,Article,Pomada,115mg
6006,Often,Cápsula,465mg
6007,Network,Xarope,323mg
6008,Top,Injeção,9mg
6009,Data,Pomada,262mg
6010,This,Xarope,408mg
6011,Season,Comprimido,465mg
6012,Particularly,Comprimido,314mg
6013,Process,Comprimido,13mg
6014,Surface,Injeção,118mg
6015,Order,Comprimido,209mg
6016,Officer,Cápsula,255mg
6017,Control,Comprimido,383mg
6018,Bill,Injeção,395mg
6019,Behind,Cápsula,143mg
6020,Decide,Cápsula,389mg
6021,Argue,Xarope,193mg
6022,Drug,Injeção,51mg
6023,Site,Pomada,324mg
6024,Check,Comprimido,140mg
6025,West,Injeção,387mg
6026,Parent,Pomada,414mg
6027,Maybe,Injeção,50mg
6028,Provide,Xarope,353mg
6029,Tree,Cápsula,492mg
6030,Small,Comprimido,376mg
6031,Wait,Comprimido,81mg
6032,Pm,Cápsula,203mg
6033,Item,Cápsula,176mg
6034,Meet,Comprimido,45mg
6035,Win,Comprimido,170mg
6036,Still,Pomada,8mg
6037,Sure,Cápsula,233mg
6038,Bad,Comprimido,351mg
6039,Toward,Injeção,27mg
6040,Bar,Injeção,86mg
6041,Hand,Xarope,308mg
6042,Science,Xarope,126mg
6043,Discover,Cápsula,245mg
6044,Once,Cápsula,203mg
6045,Capital,Xarope,354mg
6046,Capital,Pomada,194mg
6047,Seek,Comprimido,462mg
6048,Happen,Comprimido,460mg
6049,Without,Pomada,173mg
6050,Certainly,Xarope,39mg
6051,Effect,Injeção,442mg
6052,White,Xarope,238mg
6053,As,Comprimido,410mg
6054,Ground,Cápsula,494mg
6055,Probably,Cápsula,239mg
6056,Return,Cápsula,499mg
6057,Political,Cápsula,434mg
6058,Top,Xarope,139mg
6059,Local,Xarope,485mg
6060,Never,Pomada,152mg
6061,Anyone,Comprimido,49mg
6062,Then,Xarope,47mg
6063,Break,Cápsula,484mg
6064,Tv,Comprimido,354mg
6065,Show,Cápsula,495mg
6066,Skill,Pomada,251mg
6067,Nature,Comprimido,494mg
6068,Adult,Cápsula,131mg
6069,Over,Xarope,37mg
6070,Mind,Injeção,48mg
6071,Include,Xarope,292mg
6072,Seek,Comprimido,143mg
6073,Design,Injeção,247mg
6074,Together,Comprimido,173mg
6075,Policy,Injeção,197mg
6076,Will,Pomada,346mg
6077,Everybody,Comprimido,232mg
6078,Term,Injeção,212mg
6079,Onto,Comprimido,469mg
6080,Pay,Cápsula,433mg
6081,Soldier,Comprimido,336mg
6082,Industry,Comprimido,298mg
6083,Than,Xarope,129mg
6084,Responsibility,Injeção,321mg
6085,Good,Injeção,23mg
6086,Care,Pomada,444mg
6087,Prove,Comprimido,424mg
6088,Tough,Comprimido,458mg
6089,Hair,Pomada,465mg
6090,World,Cápsula,298mg
6091,Tell,Comprimido,244mg
6092,Choice,Xarope,259mg
6093,Individual,Injeção,314mg
6094,Know,Injeção,245mg
6095,Can,Xarope,162mg
6096,Off,Comprimido,356mg
6097,Impact,Pomada,123mg
6098,Law,Xarope,34mg
6099,Bed,Comprimido,289mg
6100,Any,Xarope,409mg
6101,Sign,Cápsula,80mg
6102,Cultural,Pomada,96mg
6103,Food,Cápsula,248mg
6104,Exactly,Cápsula,458mg
6105,Lose,Xarope,3mg
6106,Support,Xarope,210mg
6107,Degree,Xarope,90mg
6108,Specific,Pomada,308mg
6109,Bank,Injeção,50mg
6110,Trial,Cápsula,371mg
6111,Standard,Cápsula,66mg
6112,At,Cápsula,24mg
6113,Take,Pomada,253mg
6114,Bill,Injeção,412mg
6115,Have,Cápsula,422mg
6116,Provide,Cápsula,6mg
6117,Eat,Xarope,79mg
6118,Back,Xarope,425mg
6119,Employee,Cápsula,80mg
6120,Bring,Comprimido,299mg
6121,Clearly,Cápsula,480mg
6122,Weight,Cápsula,126mg
6123,Theory,Comprimido,485mg
6124,Along,Comprimido,410mg
6125,Find,Xarope,497mg
6126,Mission,Cápsula,128mg
6127,Way,Injeção,234mg
6128,Professional,Injeção,113mg
6129,Writer,Cápsula,368mg
6130,Store,Xarope,206mg
6131,Hotel,Pomada,320mg
6132,Example,Injeção,41mg
6133,Dinner,Pomada,85mg
6134,Tonight,Injeção,311mg
6135,Pretty,Cápsula,122mg
6136,Teach,Xarope,59mg
6137,Price,Comprimido,336mg
6138,Sometimes,Pomada,491mg
6139,Alone,Xarope,192mg
6140,Specific,Pomada,372mg
6141,Speak,Injeção,96mg
6142,Step,Xarope,318mg
6143,Point,Xarope,148mg
6144,City,Comprimido,232mg
6145,Everybody,Pomada,270mg
6146,Report,Cápsula,59mg
6147,Off,Comprimido,5mg
6148,Radio,Injeção,306mg
6149,Then,Pomada,93mg
6150,Allow,Pomada,466mg
6151,Measure,Comprimido,86mg
6152,None,Injeção,116mg
6153,Treat,Cápsula,470mg
6154,Kind,Xarope,292mg
6155,Thousand,Pomada,46mg
6156,Audience,Injeção,110mg
6157,Recently,Pomada,477mg
6158,Recently,Xarope,286mg
6159,Company,Pomada,423mg
6160,Require,Xarope,293mg
6161,Require,Xarope,356mg
6162,Discover,Xarope,70mg
6163,Want,Cápsula,226mg
6164,Discover,Xarope,129mg
6165,Add,Cápsula,254mg
6166,Surface,Pomada,293mg
6167,Institution,Xarope,339mg
6168,Measure,Cápsula,232mg
6169,Study,Pomada,259mg
6170,Fight,Xarope,137mg
6171,Hold,Comprimido,273mg
6172,Keep,Injeção,3mg
6173,Ground,Cápsula,255mg
6174,White,Injeção,433mg
6175,Still,Comprimido,339mg
6176,Soon,Cápsula,280mg
6177,Consider,Cápsula,423mg
6178,Since,Injeção,76mg
6179,Space,Injeção,341mg
6180,President,Pomada,211mg
6181,Writer,Pomada,267mg
6182,Machine,Cápsula,398mg
6183,Family,Comprimido,159mg
6184,Fish,Cápsula,258mg
6185,Important,Injeção,450mg
6186,Democratic,Cápsula,258mg
6187,Call,Cápsula,27mg
6188,Street,Comprimido,33mg
6189,Door,Comprimido,438mg
6190,Former,Pomada,233mg
6191,Write,Pomada,93mg
6192,Religious,Comprimido,272mg
6193,Coach,Injeção,464mg
6194,Unit,Cápsula,357mg
6195,Purpose,Injeção,306mg
6196,Light,Injeção,327mg
6197,Within,Injeção,302mg
6198,Old,Comprimido,157mg
6199,Skill,Cápsula,436mg
6200,Treatment,Comprimido,362mg
6201,Some,Xarope,170mg
6202,Color,Cápsula,433mg
6203,Sit,Injeção,39mg
6204,Increase,Injeção,141mg
6205,Guy,Pomada,204mg
6206,Agreement,Injeção,5mg
6207,Long,Xarope,484mg
6208,Member,Injeção,276mg
6209,Lay,Pomada,102mg
6210,Get,Xarope,396mg
6211,Wind,Xarope,332mg
6212,Fact,Cápsula,404mg
6213,At,Xarope,90mg
6214,Perhaps,Comprimido,317mg
6215,Enjoy,Injeção,58mg
6216,Again,Injeção,132mg
6217,Point,Cápsula,390mg
6218,Argue,Xarope,79mg
6219,Food,Cápsula,154mg
6220,Physical,Xarope,499mg
6221,President,Comprimido,334mg
6222,Wonder,Xarope,33mg
6223,Author,Cápsula,127mg
6224,End,Pomada,474mg
6225,Later,Comprimido,121mg
6226,Listen,Comprimido,38mg
6227,Behavior,Xarope,329mg
6228,Police,Pomada,438mg
6229,Level,Pomada,425mg
6230,Finally,Injeção,478mg
6231,Claim,Comprimido,134mg
6232,Our,Comprimido,266mg
6233,Coach,Cápsula,203mg
6234,Door,Pomada,158mg
6235,Sport,Comprimido,431mg
6236,Cold,Cápsula,63mg
6237,Continue,Pomada,470mg
6238,Reflect,Cápsula,268mg
6239,Lot,Comprimido,274mg
6240,Fire,Pomada,38mg
6241,Necessary,Pomada,272mg
6242,Yeah,Pomada,117mg
6243,Or,Pomada,221mg
6244,Report,Xarope,317mg
6245,Enough,Injeção,324mg
6246,Side,Cápsula,402mg
6247,North,Xarope,152mg
6248,Line,Injeção,24mg
6249,Provide,Cápsula,143mg
6250,South,Xarope,25mg
6251,Paper,Comprimido,344mg
6252,Last,Pomada,210mg
6253,Wrong,Pomada,222mg
6254,Trouble,Injeção,63mg
6255,Where,Pomada,129mg
6256,Sister,Pomada,482mg
6257,Outside,Injeção,174mg
6258,Song,Xarope,323mg
6259,Question,Xarope,232mg
6260,Stuff,Xarope,451mg
6261,Bill,Xarope,415mg
6262,Wish,Injeção,491mg
6263,Practice,Injeção,58mg
6264,Consider,Comprimido,116mg
6265,Ok,Xarope,123mg
6266,Risk,Pomada,136mg
6267,Another,Comprimido,126mg
6268,Owner,Injeção,82mg
6269,Care,Injeção,83mg
6270,Discover,Comprimido,449mg
6271,Nearly,Cápsula,200mg
6272,Budget,Cápsula,19mg
6273,Thank,Xarope,149mg
6274,Raise,Xarope,323mg
6275,Type,Comprimido,332mg
6276,Action,Cápsula,349mg
6277,Opportunity,Pomada,226mg
6278,And,Pomada,1mg
6279,Perform,Xarope,340mg
6280,Idea,Pomada,32mg
6281,According,Injeção,369mg
6282,Would,Xarope,430mg
6283,Perform,Injeção,347mg
6284,Cell,Comprimido,435mg
6285,Common,Comprimido,391mg
6286,About,Xarope,48mg
6287,Growth,Injeção,120mg
6288,On,Comprimido,290mg
6289,Matter,Pomada,70mg
6290,Unit,Xarope,359mg
6291,Receive,Comprimido,317mg
6292,Final,Comprimido,434mg
6293,Happy,Comprimido,241mg
6294,Top,Pomada,380mg
6295,Yeah,Cápsula,455mg
6296,By,Xarope,424mg
6297,Blue,Pomada,194mg
6298,Between,Cápsula,131mg
6299,Pay,Cápsula,236mg
6300,Few,Pomada,41mg
6301,Side,Xarope,158mg
6302,Recent,Injeção,162mg
6303,Decision,Pomada,25mg
6304,Require,Xarope,224mg
6305,Stuff,Xarope,262mg
6306,Executive,Pomada,226mg
6307,Agree,Xarope,59mg
6308,Management,Comprimido,202mg
6309,Particularly,Xarope,40mg
6310,Culture,Cápsula,94mg
